"Jacobo Carrasquel"
"Alexander Ihler"
"Arunabha Sen"
"Srini Devadas"
"Dana Angluin"
"Nick Feamster"
"Aman Yadav"
"Paul Dourish"
"Luca Carloni"
"Edmund H Durfee"
"Michael Ernst"
"Aviel Rubin"
"Michael Gleicher"
"Ricardo Bianchini"
"Christos Faloutsos"
"Tim Kraska"
"Fabian Monrose"
"Tom Anderson"
"Li Zhang"
"Matthew Flatt"
"Rephael Wenger"
"Michael J. Carey"
"Henrik Jensen"
"Pavel Pevzner"
"Ravi Janardan"
"Nir Shavit"
"Alexander J. Hartemink"
"Jennifer Rexford"
"Daniel W. Goldberg"
"Bradley Lucier"
"Manuel E. Bermudez"
"George Verghese"
"Robert Soare"
"Saumya Debray"
"Radhika Nagpal"
"Chengxiang Zhai"
"Sergei Nirenburg"
"Jeffrey R. N. Forbes"
"Pedro Felzenszwalb"
"Yuval Tamir"
"Moses Charikar"
"Jessuca Utts"
"Irfan Essa"
"Chita R. Das"
"Stergios Roumeliotis"
"Mary Shaw"
"Marco Levorato"
"H V Jagadish"
"Chris Peikert"
"Clyde Kruskal"
"Doug Tygar"
"Don Perlis"
